UTC,Temperature,Humidity,TVOC,eCO2,Raw_H2,Raw_Ethanol,Pressure,PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
1654763614,18.53,47.7,11,400,13199,20151,939.619,1.18,1.23,8.14,1.269,0.029,2271,0
1654763615,18.33,48.42,19,400,13193,20138,939.619,1.2,1.24,8.23,1.284,0.029,2272,0
1654763616,18.18,49.11,24,400,13199,20143,939.623,1.19,1.24,8.22,1.282,0.029,2273,0
1654763617,18.09,49.78,28,400,13194,20141,939.615,1.26,1.31,8.7,1.357,0.031,2274,0
1654763618,18.03,50.39,33,400,13188,20132,939.609,1.29,1.34,8.87,1.383,0.031,2275,0
1654763619,17.95,50.88,12,400,13194,20143,939.607,1.3,1.35,8.96,1.397,0.032,2276,0
1654763620,17.9,51.31,22,400,13195,20135,939.605,1.29,1.35,8.91,1.39,0.031,2277,0
1654763621,17.83,51.66,14,400,13192,20137,939.606,1.26,1.31,8.7,1.356,0.031,2278,0
1654763622,17.79,51.98,28,400,13192,20138,939.606,1.24,1.29,8.54,1.332,0.03,2279,0
1654763623,17.77,52.21,23,400,13189,20131,939.597,1.21,1.26,8.35,1.303,0.029,2280,0
1654763624,17.71,52.47,23,400,13191,20139,939.601,1.21,1.26,8.31,1.296,0.029,2281,0
1654763625,17.69,52.67,29,400,13191,20134,939.595,1.2,1.25,8.25,1.286,0.029,2282,0
1654763626,17.64,52.84,25,400,13196,20133,939.6,1.17,1.22,8.07,1.258,0.028,2283,0
1654763627,17.61,52.97,31,400,13188,20126,939.586,1.16,1.2,7.96,1.241,0.028,2284,0
1654763628,17.62,53.11,14,400,13192,20138,939.585,1.13,1.17,7.77,1.211,0.027,2285,0
1654763629,17.58,53.22,26,400,13188,20125,939.585,1.12,1.16,7.68,1.198,0.027,2286,0
1654763630,17.54,53.38,26,400,13191,20133,939.58,1.14,1.18,7.84,1.222,0.028,2287,0
1654763631,17.55,53.45,30,400,13189,20132,939.584,1.16,1.2,7.97,1.242,0.028,2288,0
1654763632,17.51,53.56,20,400,13194,20134,939.585,1.16,1.21,7.98,1.245,0.028,2289,0
1654763633,17.48,53.62,24,400,13192,20136,939.59,1.15,1.19,7.9,1.232,0.028,2290,0
1654763634,17.47,53.69,34,400,13191,20126,939.584,1.1,1.14,7.55,1.178,0.027,2291,0
1654763635,17.45,53.75,32,400,13192,20129,939.59,1.08,1.12,7.42,1.157,0.026,2292,0
1654763636,17.44,53.85,34,400,13192,20129,939.593,1.03,1.07,7.12,1.11,0.025,2293,0
1654763637,17.44,53.9,32,400,13191,20126,939.583,1.02,1.06,7.05,1.1,0.025,2294,0
1654763638,17.44,53.95,30,400,13192,20128,939.59,1.03,1.07,7.06,1.1,0.025,2295,0
1654763639,17.41,54.05,22,400,13191,20123,939.596,1.03,1.07,7.1,1.107,0.025,2296,0
1654763640,17.38,54.08,32,400,13189,20131,939.601,1.05,1.09,7.25,1.13,0.026,2297,0
1654763641,17.38,54.13,27,400,13193,20120,939.605,1.06,1.1,7.29,1.137,0.026,2298,0
1654763642,17.37,54.18,40,400,13193,20125,939.598,1.05,1.1,7.26,1.132,0.026,2299,0
1654763643,18.65,54.33,8,400,13212,20161,939.602,1.07,1.12,7.39,1.152,0.026,2300,0
1654763644,19.03,53.83,13,400,13215,20151,939.616,1.11,1.15,7.63,1.189,0.027,2301,0
1654763645,19.27,53.04,12,400,13212,20153,939.611,1.16,1.21,7.99,1.246,0.028,2302,0
1654763646,19.37,52.31,9,400,13216,20160,939.61,1.17,1.22,8.09,1.261,0.028,2303,0
1654763647,19.5,51.65,9,400,13216,20155,939.621,1.19,1.24,8.19,1.277,0.029,2304,0
1654763648,19.58,51.04,10,400,13212,20147,939.632,1.19,1.24,8.2,1.279,0.029,2305,0
1654763649,19.64,50.52,19,400,13209,20141,939.634,1.18,1.23,8.14,1.269,0.029,2306,0
1654763650,19.7,50.06,6,400,13210,20150,939.628,1.17,1.22,8.07,1.258,0.028,2307,0
1654763651,19.77,49.67,14,400,13208,20151,939.625,1.16,1.21,7.99,1.246,0.028,2308,0
1654763652,19.78,49.34,18,400,13205,20145,939.626,1.16,1.2,7.97,1.242,0.028,2309,0
1654763653,19.85,49.1,21,400,13209,20137,939.621,1.13,1.18,7.8,1.216,0.027,2310,0
1654763654,19.88,48.86,30,400,13203,20133,939.616,1.11,1.15,7.62,1.189,0.027,2311,0
1654763655,19.93,48.6,16,400,13211,20141,939.606,1.06,1.1,7.3,1.138,0.026,2312,0
1654763656,19.98,48.5,20,400,13214,20147,939.607,1.03,1.07,7.1,1.107,0.025,2313,0
1654763657,19.99,48.29,19,400,13209,20145,939.596,0.97,1.01,6.71,1.046,0.024,2314,0
1654763658,20.02,48.16,13,400,13209,20143,939.602,0.95,0.98,6.51,1.016,0.023,2315,0
1654763659,20.06,48.04,23,400,13207,20139,939.595,0.89,0.92,6.1,0.951,0.021,2316,0
1654763660,20.09,47.96,24,400,13213,20141,939.613,0.86,0.89,5.89,0.918,0.021,2317,0
1654763661,20.1,47.87,21,400,13219,20146,939.623,0.82,0.85,5.65,0.881,0.02,2318,0
1654763662,20.12,47.77,20,400,13213,20137,939.617,0.78,0.81,5.39,0.84,0.019,2319,0
1654763663,20.15,47.73,9,400,13214,20148,939.61,0.78,0.81,5.34,0.832,0.019,2320,0
1654763664,20.18,47.61,18,400,13211,20138,939.607,0.76,0.79,5.26,0.82,0.019,2321,0
1654763665,20.18,47.58,15,400,13212,20148,939.622,0.77,0.8,5.28,0.823,0.019,2322,0
1654763666,20.2,47.43,21,400,13209,20144,939.629,0.77,0.8,5.31,0.828,0.019,2323,0
1654763667,20.23,47.43,20,400,13207,20137,939.62,0.84,0.87,5.76,0.898,0.02,2324,0
1654763668,20.27,47.37,11,400,13212,20140,939.613,0.92,0.96,6.33,0.987,0.022,2325,0
1654763669,20.25,47.3,22,400,13213,20142,939.615,0.93,0.97,6.43,1.003,0.023,2326,0
1654763670,20.25,47.24,19,400,13222,20154,939.609,0.95,0.99,6.55,1.021,0.023,2327,0
1654763671,20.29,47.21,19,400,13219,20143,939.601,0.96,1,6.62,1.032,0.023,2328,0
1654763672,20.29,47.14,10,400,13211,20150,939.592,1.01,1.05,6.92,1.08,0.024,2329,0
1654763673,19.03,47.09,39,400,13198,20124,939.595,1.03,1.07,7.08,1.104,0.025,2330,0
1654763674,18.63,47.56,44,400,13191,20115,939.592,1.09,1.14,7.52,1.173,0.026,2331,0
1654763675,18.44,48.24,44,400,13191,20107,939.58,1.13,1.17,7.76,1.21,0.027,2332,0
1654763676,18.31,48.97,45,400,13193,20119,939.576,1.17,1.21,8.03,1.253,0.028,2333,0
1654763677,18.2,49.62,29,400,13193,20124,939.576,1.18,1.22,8.09,1.262,0.028,2334,0
1654763678,18.12,50.21,39,400,13196,20124,939.572,1.18,1.22,8.09,1.262,0.028,2335,0
1654763679,18.06,50.73,35,400,13194,20126,939.58,1.17,1.21,8.05,1.255,0.028,2336,0
1654763680,18.03,51.16,26,400,13202,20134,939.573,1.15,1.2,7.93,1.237,0.028,2337,0
1654763681,17.96,51.55,33,400,13198,20124,939.568,1.12,1.17,7.74,1.206,0.027,2338,0
1654763682,17.89,51.83,34,400,13201,20130,939.572,1.1,1.15,7.6,1.185,0.027,2339,0
1654763683,17.86,52.04,18,400,13206,20143,939.576,1.06,1.1,7.28,1.135,0.026,2340,0
1654763684,17.85,52.32,30,400,13207,20134,939.576,1.05,1.1,7.26,1.132,0.026,2341,0
1654763685,17.81,52.49,30,400,13199,20131,939.579,1.02,1.06,7.03,1.096,0.025,2342,0
1654763686,17.79,52.71,25,400,13206,20149,939.579,0.99,1.03,6.84,1.067,0.024,2343,0
1654763687,17.72,52.85,25,400,13201,20134,939.564,0.97,1.01,6.67,1.041,0.024,2344,0
1654763688,17.71,52.98,33,400,13215,20143,939.568,0.97,1.01,6.66,1.038,0.023,2345,0
1654763689,17.69,53.12,29,400,13208,20134,939.57,0.98,1.02,6.78,1.057,0.024,2346,0
1654763690,17.67,53.26,21,400,13206,20135,939.562,0.99,1.03,6.85,1.068,0.024,2347,0
1654763691,17.64,53.37,18,400,13204,20144,939.566,1.03,1.07,7.1,1.106,0.025,2348,0
1654763692,17.62,53.44,24,400,13208,20135,939.574,1.05,1.09,7.25,1.131,0.026,2349,0
1654763693,17.62,53.51,21,400,13200,20143,939.569,1.09,1.13,7.47,1.166,0.026,2350,0
1654763694,17.57,53.6,18,400,13205,20137,939.562,1.13,1.18,7.8,1.216,0.027,2351,0
1654763695,17.55,53.68,18,400,13203,20145,939.56,1.24,1.29,8.52,1.329,0.03,2352,0
1654763696,17.55,53.75,19,400,13200,20140,939.564,1.27,1.31,8.71,1.358,0.031,2353,0
1654763697,17.54,53.78,28,400,13199,20131,939.573,1.3,1.35,8.93,1.393,0.031,2354,0
1654763698,17.51,53.84,27,400,13202,20139,939.57,1.31,1.36,9.03,1.408,0.032,2355,0
1654763699,17.48,53.94,26,400,13193,20128,939.584,1.32,1.37,9.07,1.415,0.032,2356,0
1654763700,17.5,53.93,34,400,13191,20125,939.573,1.3,1.35,8.97,1.399,0.032,2357,0
1654763701,17.48,54.01,27,400,13199,20135,939.577,1.3,1.35,8.96,1.396,0.032,2358,0
1654763702,17.48,54.05,30,400,13200,20126,939.577,1.28,1.33,8.83,1.376,0.031,2359,0
1654763703,18.76,54.15,6,400,13213,20160,939.581,1.26,1.31,8.67,1.353,0.031,2360,0
1654763704,19.16,53.65,13,400,13215,20149,939.579,1.22,1.27,8.4,1.311,0.03,2361,0
1654763705,19.39,52.87,6,400,13212,20152,939.585,1.2,1.25,8.28,1.291,0.029,2362,0
1654763706,19.5,52.07,11,400,13205,20148,939.589,1.16,1.2,7.96,1.241,0.028,2363,0
1654763707,19.62,51.43,11,400,13206,20154,939.592,1.14,1.18,7.83,1.221,0.028,2364,0
1654763708,19.65,50.75,23,400,13207,20135,939.59,1.11,1.15,7.61,1.186,0.027,2365,0
1654763709,19.75,50.26,11,400,13204,20138,939.59,1.08,1.13,7.46,1.164,0.026,2366,0
1654763710,19.82,49.76,16,400,13207,20142,939.591,1.06,1.1,7.28,1.136,0.026,2367,0
1654763711,19.88,49.41,24,400,13203,20136,939.597,1.04,1.08,7.19,1.121,0.025,2368,0
1654763712,19.91,49.05,26,400,13203,20132,939.606,1.06,1.1,7.27,1.134,0.026,2369,0
1654763713,19.95,48.76,25,400,13199,20134,939.604,1.07,1.11,7.37,1.149,0.026,2370,0
1654763714,20.01,48.5,21,400,13208,20142,939.605,1.08,1.12,7.45,1.161,0.026,2371,0
1654763715,20.04,48.32,30,400,13204,20128,939.608,1.08,1.12,7.44,1.16,0.026,2372,0
1654763716,20.08,48.1,30,400,13205,20137,939.605,1.08,1.13,7.46,1.163,0.026,2373,0
1654763717,20.09,47.98,33,400,13211,20133,939.593,1.07,1.11,7.38,1.151,0.026,2374,0
1654763718,20.12,47.86,21,400,13214,20133,939.597,1.06,1.1,7.3,1.139,0.026,2375,0
1654763719,20.16,47.7,14,400,13214,20136,939.597,1.06,1.1,7.29,1.137,0.026,2376,0
1654763720,20.19,47.62,23,400,13206,20140,939.609,1.05,1.1,7.26,1.132,0.026,2377,0
1654763721,20.2,47.51,27,400,13205,20124,939.605,1.02,1.06,7.01,1.092,0.025,2378,0
1654763722,20.23,47.42,27,400,13211,20141,939.612,1,1.04,6.91,1.078,0.024,2379,0
1654763723,20.26,47.35,22,400,13217,20146,939.61,1,1.04,6.87,1.072,0.024,2380,0
1654763724,20.27,47.3,23,400,13220,20142,939.608,1,1.04,6.91,1.077,0.024,2381,0
1654763725,20.3,47.25,25,400,13212,20133,939.603,1.02,1.06,7.01,1.093,0.025,2382,0
1654763726,20.33,47.18,19,400,13214,20141,939.605,1.03,1.07,7.06,1.101,0.025,2383,0
1654763727,20.34,47.1,20,400,13213,20142,939.602,1.01,1.05,6.94,1.083,0.024,2384,0
1654763728,20.34,47.09,28,400,13209,20138,939.617,1,1.03,6.85,1.069,0.024,2385,0
1654763729,20.37,47.01,12,400,13208,20142,939.613,0.96,0.99,6.58,1.025,0.023,2386,0
1654763730,20.37,46.96,15,400,13210,20142,939.608,0.93,0.97,6.4,0.999,0.023,2387,0
1654763731,20.4,46.92,17,400,13214,20139,939.6,0.88,0.92,6.06,0.946,0.021,2388,0
1654763732,20.4,46.88,24,400,13212,20137,939.603,0.85,0.88,5.85,0.913,0.021,2389,0
1654763733,19.16,46.78,40,400,13196,20124,939.603,0.82,0.86,5.67,0.883,0.02,2390,0
1654763734,18.74,47.32,51,400,13190,20111,939.602,0.82,0.85,5.61,0.875,0.02,2391,0
1654763735,18.54,47.97,53,400,13197,20112,939.596,0.82,0.85,5.66,0.883,0.02,2392,0
1654763736,18.38,48.74,49,400,13184,20108,939.597,0.84,0.87,5.75,0.896,0.02,2393,0
1654763737,18.33,49.4,41,400,13193,20117,939.605,0.87,0.9,5.96,0.93,0.021,2394,0
1654763738,18.24,50,37,400,13198,20122,939.608,0.88,0.92,6.07,0.947,0.021,2395,0
1654763739,18.18,50.48,49,400,13192,20124,939.598,0.92,0.96,6.34,0.989,0.022,2396,0
1654763740,18.1,50.89,43,400,13196,20130,939.603,0.94,0.97,6.45,1.006,0.023,2397,0
1654763741,18.05,51.25,42,400,13199,20127,939.599,0.95,0.99,6.57,1.025,0.023,2398,0
1654763742,18.03,51.59,34,400,13199,20127,939.603,0.98,1.02,6.76,1.054,0.024,2399,0
1654763743,17.99,51.89,39,400,13199,20128,939.6,0.99,1.03,6.83,1.065,0.024,2400,0
1654763744,17.93,52.09,38,400,13195,20124,939.598,0.98,1.02,6.73,1.05,0.024,2401,0
1654763745,17.92,52.3,40,400,13197,20123,939.6,0.97,1.01,6.7,1.045,0.024,2402,0
1654763746,17.89,52.47,33,400,13199,20124,939.595,0.98,1.02,6.76,1.054,0.024,2403,0
1654763747,17.86,52.6,38,400,13189,20127,939.595,0.98,1.02,6.78,1.057,0.024,2404,0
1654763748,17.83,52.78,34,400,13191,20118,939.601,1.01,1.05,6.94,1.083,0.024,2405,0
1654763749,17.81,52.92,36,400,13196,20120,939.594,1.01,1.05,6.98,1.088,0.025,2406,0
1654763750,17.78,53,34,400,13192,20121,939.592,1.03,1.07,7.08,1.105,0.025,2407,0
1654763751,17.75,53.11,32,400,13192,20125,939.605,1.05,1.09,7.24,1.129,0.025,2408,0
1654763752,17.74,53.22,51,400,13192,20114,939.6,1.05,1.1,7.26,1.132,0.026,2409,0
1654763753,17.72,53.28,34,400,13194,20121,939.601,1.05,1.09,7.21,1.125,0.025,2410,0
1654763754,17.69,53.4,39,400,13188,20118,939.606,1.05,1.09,7.24,1.129,0.025,2411,0
1654763755,17.69,53.49,51,400,13184,20111,939.61,1.07,1.11,7.34,1.144,0.026,2412,0
1654763756,17.65,53.5,45,400,13193,20109,939.604,1.07,1.11,7.38,1.151,0.026,2413,0
1654763757,17.64,53.59,32,400,13191,20121,939.614,1.07,1.11,7.38,1.151,0.026,2414,0
1654763758,17.64,53.6,47,400,13192,20115,939.616,1.07,1.11,7.38,1.15,0.026,2415,0
1654763759,17.61,53.68,46,400,13190,20113,939.618,1.07,1.11,7.36,1.148,0.026,2416,0
1654763760,17.64,53.72,46,400,13187,20111,939.615,1.07,1.11,7.33,1.143,0.026,2417,0
1654763761,17.61,53.77,41,400,13196,20123,939.622,1.04,1.08,7.17,1.118,0.025,2418,0
1654763762,17.61,53.82,43,400,13193,20113,939.621,1.04,1.08,7.16,1.117,0.025,2419,0
1654763763,18.91,53.97,32,400,13202,20136,939.625,1.06,1.1,7.27,1.134,0.026,2420,0
1654763764,19.29,53.45,31,400,13207,20142,939.615,1.07,1.11,7.33,1.144,0.026,2421,0
1654763765,19.5,52.7,2,400,13217,20154,939.62,1.08,1.12,7.45,1.162,0.026,2422,0
1654763766,19.61,51.93,25,400,13208,20146,939.616,1.08,1.13,7.46,1.163,0.026,2423,0
1654763767,19.71,51.23,12,400,13205,20134,939.618,1.08,1.12,7.45,1.161,0.026,2424,0
1654763768,19.79,50.63,23,400,13212,20142,939.618,1.09,1.13,7.49,1.168,0.026,2425,0
1654763769,19.86,50.1,28,400,13205,20128,939.613,1.11,1.15,7.62,1.189,0.027,2426,0
1654763770,19.92,49.67,24,400,13205,20138,939.616,1.12,1.16,7.71,1.202,0.027,2427,0
1654763771,19.98,49.26,28,400,13204,20132,939.603,1.13,1.17,7.76,1.211,0.027,2428,0
1654763772,20.05,48.94,26,400,13209,20138,939.608,1.12,1.16,7.69,1.2,0.027,2429,0
1654763773,20.06,48.68,22,400,13204,20132,939.604,1.14,1.18,7.85,1.223,0.028,2430,0
1654763774,20.12,48.44,24,400,13200,20134,939.602,1.16,1.21,7.99,1.245,0.028,2431,0
1654763775,20.15,48.26,38,400,13196,20120,939.604,1.19,1.23,8.16,1.273,0.029,2432,0
1654763776,20.2,47.98,29,400,13205,20137,939.62,1.21,1.25,8.3,1.294,0.029,2433,0
1654763777,20.25,47.83,40,400,13201,20123,939.612,1.21,1.26,8.32,1.297,0.029,2434,0
1654763778,20.3,47.69,36,400,13209,20126,939.626,1.17,1.21,8.02,1.251,0.028,2435,0
1654763779,20.3,47.57,32,400,13205,20127,939.629,1.14,1.18,7.82,1.219,0.028,2436,0
1654763780,20.34,47.5,34,400,13205,20121,939.62,1.1,1.15,7.59,1.184,0.027,2437,0
1654763781,20.36,47.45,18,400,13210,20137,939.624,1.1,1.14,7.55,1.177,0.027,2438,0
1654763782,20.37,47.36,23,400,13206,20130,939.619,1.1,1.14,7.54,1.176,0.027,2439,0
1654763783,20.4,47.32,29,400,13212,20127,939.618,1.08,1.13,7.46,1.163,0.026,2440,0
1654763784,20.43,47.29,20,400,13222,20148,939.616,1.1,1.14,7.55,1.177,0.027,2441,0
1654763785,20.43,47.27,9,400,13221,20150,939.632,1.13,1.17,7.75,1.208,0.027,2442,0
1654763786,20.46,47.21,12,400,13221,20143,939.625,1.13,1.18,7.81,1.218,0.028,2443,0
1654763787,20.5,47.18,6,400,13227,20158,939.619,1.14,1.18,7.83,1.222,0.028,2444,0
1654763788,20.48,47.11,3,400,13232,20158,939.626,1.16,1.21,8.02,1.25,0.028,2445,0
1654763789,20.53,47.07,5,400,13225,20155,939.632,1.16,1.21,8.01,1.249,0.028,2446,0
1654763790,19.29,47.01,27,400,13204,20134,939.635,1.13,1.17,7.78,1.213,0.027,2447,0
1654763791,18.84,47.48,31,400,13205,20133,939.637,1.11,1.15,7.63,1.19,0.027,2448,0
1654763792,18.63,48.19,30,400,13211,20131,939.646,1.11,1.15,7.64,1.192,0.027,2449,0
1654763793,18.53,48.97,21,400,13208,20136,939.643,1.12,1.16,7.7,1.201,0.027,2450,0
1654763794,18.41,49.66,10,400,13210,20144,939.64,1.12,1.17,7.72,1.204,0.027,2451,0
1654763795,18.36,50.22,13,400,13210,20142,939.632,1.12,1.17,7.73,1.206,0.027,2452,0
1654763796,18.27,50.75,19,400,13210,20140,939.622,1.14,1.18,7.83,1.22,0.028,2453,0
1654763797,18.21,51.19,25,400,13209,20140,939.625,1.17,1.21,8.03,1.253,0.028,2454,0
1654763798,18.13,51.84,10,400,13208,20148,939.636,1.23,1.28,8.49,1.324,0.03,2455,0
1654763799,18.07,52.08,11,400,13210,20157,939.639,1.25,1.3,8.61,1.343,0.03,2456,0
1654763800,18.06,52.32,5,400,13214,20151,939.642,1.26,1.31,8.69,1.355,0.031,2457,0
1654763801,18,52.56,16,400,13213,20145,939.635,1.28,1.33,8.82,1.376,0.031,2458,0
1654763802,17.99,52.74,11,400,13211,20148,939.64,1.29,1.34,8.87,1.383,0.031,2459,0
1654763803,17.96,52.87,13,400,13217,20160,939.631,1.29,1.34,8.9,1.388,0.031,2460,0
1654763804,17.93,53,0,400,13220,20154,939.633,1.29,1.34,8.89,1.387,0.031,2461,0
1654763805,17.92,53.17,14,400,13215,20148,939.643,1.25,1.3,8.63,1.346,0.03,2462,0
1654763806,17.88,53.28,1,400,13214,20155,939.644,1.22,1.27,8.41,1.311,0.03,2463,0
1654763807,17.86,53.42,2,400,13214,20157,939.634,1.15,1.2,7.94,1.239,0.028,2464,0
1654763808,17.83,53.5,0,400,13217,20159,939.635,1.11,1.16,7.66,1.194,0.027,2465,0
1654763809,17.79,53.65,9,400,13215,20155,939.629,1,1.04,6.89,1.075,0.024,2466,0
1654763810,17.81,53.77,8,400,13213,20145,939.62,0.97,1.01,6.66,1.038,0.023,2467,0
1654763811,17.77,53.84,0,400,13224,20159,939.617,0.95,0.99,6.55,1.022,0.023,2468,0
1654763812,17.74,53.91,3,400,13216,20159,939.617,0.93,0.97,6.39,0.997,0.023,2469,0
1654763813,17.74,53.93,3,400,13222,20159,939.617,0.91,0.95,6.3,0.982,0.022,2470,0
1654763814,17.74,54.04,0,400,13227,20165,939.622,0.9,0.94,6.2,0.967,0.022,2471,0
1654763815,17.74,54.07,9,400,13221,20156,939.61,0.89,0.93,6.14,0.958,0.022,2472,0
1654763816,17.71,54.17,0,400,13224,20169,939.615,0.89,0.93,6.15,0.959,0.022,2473,0
1654763817,17.68,54.2,3,400,13224,20160,939.615,0.91,0.95,6.27,0.978,0.022,2474,0
1654763818,18.98,54.3,0,400,13244,20190,939.623,0.92,0.95,6.33,0.986,0.022,2475,0
1654763819,19.39,53.8,0,400,13247,20200,939.607,0.94,0.98,6.5,1.014,0.023,2476,0
1654763820,19.57,53.03,0,400,13238,20187,939.622,0.95,0.98,6.52,1.017,0.023,2477,0
1654763821,19.71,52.27,0,400,13250,20198,939.617,0.97,1,6.65,1.037,0.023,2478,0
1654763822,19.82,51.58,0,400,13243,20188,939.602,0.97,1.01,6.7,1.045,0.024,2479,0
1654763823,19.88,50.99,0,400,13234,20188,939.602,0.99,1.03,6.83,1.065,0.024,2480,0
1654763824,19.97,50.39,0,400,13236,20189,939.604,1.01,1.05,6.95,1.084,0.024,2481,0
1654763825,20.04,49.98,0,400,13229,20175,939.596,1.02,1.06,7.03,1.096,0.025,2482,0
1654763826,20.08,49.59,0,400,13229,20178,939.593,1.02,1.06,7.05,1.1,0.025,2483,0
1654763827,20.1,49.29,0,400,13229,20181,939.599,1.01,1.05,6.94,1.083,0.024,2484,0
1654763828,20.16,48.94,0,400,13226,20171,939.601,1,1.04,6.88,1.072,0.024,2485,0
1654763829,20.22,48.72,0,400,13230,20176,939.588,1.03,1.06,7.05,1.1,0.025,2486,0
1654763830,20.25,48.5,0,400,13219,20167,939.594,1.03,1.07,7.11,1.109,0.025,2487,0
1654763831,20.27,48.32,5,400,13221,20171,939.599,1.06,1.1,7.29,1.137,0.026,2488,0
1654763832,20.3,48.14,5,400,13221,20171,939.595,1.07,1.11,7.34,1.145,0.026,2489,0
1654763833,20.33,47.97,13,400,13210,20159,939.61,1.08,1.12,7.45,1.162,0.026,2490,0
1654763834,20.37,47.86,10,400,13223,20169,939.618,1.08,1.13,7.46,1.163,0.026,2491,0
1654763835,20.37,47.75,6,400,13219,20166,939.613,1.07,1.12,7.39,1.152,0.026,2492,0
1654763836,20.41,47.65,14,400,13213,20158,939.61,1.04,1.08,7.17,1.118,0.025,2493,0
1654763837,20.43,47.5,11,400,13218,20160,939.61,1.02,1.06,7.04,1.098,0.025,2494,0
1654763838,20.47,47.43,13,400,13209,20166,939.611,0.99,1.03,6.79,1.059,0.024,2495,0
1654763839,20.47,47.36,5,400,13215,20163,939.621,0.96,1,6.63,1.033,0.023,2496,0
1654763840,20.5,47.26,8,400,13217,20163,939.62,0.92,0.96,6.35,0.991,0.022,2497,0
1654763841,20.51,47.18,16,400,13217,20165,939.604,0.92,0.96,6.33,0.987,0.022,2498,0
1654763842,20.54,47.18,14,400,13219,20164,939.593,0.9,0.93,6.17,0.963,0.022,2499,0
1654763843,20.56,47.07,21,400,13215,20152,939.601,0.89,0.92,6.1,0.952,0.021,2500,0
1654763844,20.6,47.05,22,400,13218,20153,939.608,0.86,0.89,5.92,0.923,0.021,2501,0
1654763845,20.58,46.98,27,400,13215,20143,939.616,0.85,0.89,5.87,0.915,0.021,2502,0
1654763846,20.6,46.93,24,400,13210,20151,939.61,0.89,0.92,6.1,0.951,0.021,2503,0
1654763847,20.63,46.85,16,400,13216,20157,939.61,0.91,0.95,6.29,0.981,0.022,2504,0
1654763848,19.37,46.77,53,400,13189,20123,939.61,0.97,1,6.64,1.036,0.023,2505,0
1654763849,18.92,47.24,56,400,13186,20115,939.621,0.98,1.02,6.75,1.052,0.024,2506,0
1654763850,18.75,48,55,400,13182,20117,939.628,0.99,1.03,6.85,1.068,0.024,2507,0
1654763851,18.63,48.73,59,400,13199,20132,939.624,1,1.04,6.91,1.077,0.024,2508,0
1654763852,18.54,49.42,45,400,13197,20134,939.621,1.02,1.06,7.04,1.098,0.025,2509,0
1654763853,18.46,49.95,61,400,13192,20129,939.621,1.03,1.07,7.11,1.109,0.025,2510,0
1654763854,18.38,50.41,53,400,13187,20119,939.626,1.03,1.07,7.1,1.107,0.025,2511,0
1654763855,18.31,50.85,42,400,13194,20126,939.637,1.01,1.05,6.97,1.087,0.025,2512,0
1654763856,18.21,51.45,49,400,13196,20127,939.625,1,1.04,6.86,1.07,0.024,2513,0
1654763857,18.18,51.74,53,400,13188,20112,939.62,0.99,1.02,6.78,1.058,0.024,2514,0
1654763858,18.16,51.95,62,400,13191,20115,939.616,0.97,1.01,6.68,1.041,0.024,2515,0
1654763859,18.1,52.18,45,400,13194,20128,939.614,0.96,1,6.64,1.035,0.023,2516,0
1654763860,18.1,52.36,62,400,13192,20126,939.615,0.97,1.01,6.68,1.041,0.024,2517,0
1654763861,18.05,52.47,49,400,13194,20127,939.608,0.97,1,6.64,1.036,0.023,2518,0
1654763862,18.03,52.6,52,400,13191,20123,939.616,1.02,1.06,7.02,1.094,0.025,2519,0
1654763863,17.98,52.72,48,400,13191,20122,939.617,1.06,1.1,7.27,1.134,0.026,2520,0
1654763864,17.96,52.82,48,400,13190,20126,939.611,1.08,1.12,7.41,1.155,0.026,2521,0
1654763865,17.95,52.97,60,400,13186,20114,939.607,1.1,1.15,7.59,1.184,0.027,2522,0
1654763866,17.92,53.01,67,400,13186,20113,939.613,1.12,1.16,7.7,1.2,0.027,2523,0
1654763867,17.92,53.09,63,400,13189,20109,939.625,1.12,1.16,7.69,1.199,0.027,2524,0
1654763868,17.9,53.2,60,400,13190,20120,939.624,1.12,1.16,7.7,1.2,0.027,2525,0
1654763869,17.86,53.26,65,400,13194,20117,939.616,1.11,1.15,7.64,1.191,0.027,2526,0
1654763870,17.88,53.31,53,400,13191,20115,939.618,1.09,1.14,7.53,1.174,0.027,2527,0
1654763871,17.85,53.35,60,400,13193,20119,939.617,1.05,1.1,7.26,1.132,0.026,2528,0
1654763872,17.83,53.41,58,400,13193,20107,939.62,1.03,1.07,7.1,1.107,0.025,2529,0
1654763873,17.83,53.46,64,400,13185,20104,939.621,0.98,1.02,6.73,1.049,0.024,2530,0
1654763874,17.81,53.52,60,400,13191,20111,939.629,0.97,1.01,6.67,1.04,0.023,2531,0
1654763875,17.79,53.55,63,400,13190,20109,939.625,0.98,1.02,6.77,1.056,0.024,2532,0
1654763876,17.79,53.61,64,400,13185,20108,939.631,0.99,1.03,6.81,1.062,0.024,2533,0
1654763877,19.06,53.7,39,400,13206,20143,939.625,0.97,1.01,6.67,1.04,0.023,2534,0
1654763878,19.49,53.2,45,400,13202,20128,939.63,0.97,1.01,6.68,1.041,0.024,2535,0
1654763879,19.7,52.45,51,400,13210,20126,939.643,0.95,0.99,6.55,1.022,0.023,2536,0
1654763880,19.81,51.68,39,400,13207,20131,939.64,0.94,0.98,6.49,1.011,0.023,2537,0
1654763881,19.91,50.95,52,400,13203,20123,939.632,0.91,0.94,6.26,0.976,0.022,2538,0
